City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Qaanaaq,77.48,-69.36,33.15,87,92,6.71,GL,1603054896
Berlevåg,70.86,29.09,28.4,92,40,4.7,NO,1603054896
East London,-33.02,27.91,63.99,73,46,6.42,ZA,1603054697
Olinda,-8.01,-34.86,80.6,69,20,12.75,BR,1603054874
Husavik,66.04,-17.34,41.0,80,90,17.22,IS,1603054896
Ust'-Kulom,61.69,53.69,32.18,98,100,9.44,RU,1603054411
Bethel,41.37,-73.41,59.0,72,96,7.85,US,1603054896
Cherskiy,68.75,161.3,20.34,92,89,7.0,RU,1603054897
Marsh Harbour,26.54,-77.06,79.07,78,100,7.54,BS,1603054897
Lebu,-37.62,-73.65,55.0,64,0,5.86,CL,1603054897
Mezen',65.85,44.24,32.74,96,100,8.01,RU,1603054897
Acajutla,13.59,-89.83,86.0,51,20,4.7,SV,1603054897
Muros,42.78,-9.06,57.99,84,99,7.45,ES,1603054897
Maumere,-8.62,122.21,79.21,77,24,3.36,ID,1603054898
The Valley,18.22,-63.06,86.0,83,40,3.36,AI,1603054699
Vila do Maio,15.13,-23.22,80.6,83,84,4.7,CV,1603054898
Sisimiut,66.94,-53.67,42.19,73,100,11.81,GL,1603054612
Khatanga,71.97,102.5,7.12,85,42,8.5,RU,1603054780
Matagami,49.75,-77.63,42.8,93,90,6.93,CA,1603054898
Oussouye,12.48,-16.55,86.0,89,40,7.14,SN,1603054899
Chokurdakh,70.63,147.92,19.08,98,93,6.42,RU,1603054425
Vanimo,-2.67,141.3,78.22,82,100,5.1,PG,1603054875
Los Llanos de Aridane,28.66,-17.92,75.2,69,11,17.22,ES,1603054899
Karoi,-16.81,29.69,67.68,34,0,4.45,ZW,1603054899
Ellisras,-23.66,27.74,81.36,24,0,1.72,ZA,1603054899
Mayo,63.59,-135.9,12.2,72,75,4.7,CA,1603054386
Narsaq,60.92,-46.05,37.4,74,88,2.24,GL,1603054900
Severo-Kuril'sk,50.68,156.12,46.22,84,6,13.33,RU,1603054887
Tarakan,3.3,117.63,79.7,85,100,7.72,ID,1603054382
Lubango,-14.92,13.49,67.39,52,3,3.29,AO,1603054900
Nikki,9.94,3.21,76.89,72,0,4.76,BJ,1603054900
Jodhpur,26.29,73.03,84.87,44,58,2.71,IN,1603054816
Saint-François,16.25,-61.27,80.6,78,9,8.05,GP,1603054900
Dingle,52.14,-10.27,54.91,91,91,11.7,IE,1603054901
Oistins,13.07,-59.53,84.2,70,40,4.7,BB,1603054824
Cayenne,4.93,-52.33,86.0,66,25,10.29,GF,1603054839
Rundu,-17.93,19.77,71.46,19,0,5.68,NA,1603054901
Venezuela,21.74,-78.8,83.7,78,96,4.59,CU,1603054901
Yagodnoye,62.55,149.67,14.65,85,90,2.28,RU,1603054901
Gorom-Gorom,14.44,-0.24,93.15,25,39,3.53,BF,1603054901
Thunder Bay,48.4,-89.32,35.6,64,90,12.75,CA,1603054875
Rosário Oeste,-14.84,-56.43,86.43,50,65,4.61,BR,1603054902
Horki,54.29,30.98,41.54,88,100,14.88,BY,1603054665
Yar-Sale,66.83,70.83,19.09,96,28,7.27,RU,1603054902
Hukuntsi,-24.0,21.75,81.79,15,0,10.36,BW,1603054902
Vaini,-21.2,-175.2,71.6,83,75,14.81,TO,1603054387
Nova Olímpia,-14.8,-57.29,78.84,72,92,1.19,BR,1603054903
Torbay,47.67,-52.73,54.0,93,90,6.93,CA,1603054422
Nome,64.5,-165.41,39.2,93,75,9.17,US,1603054913
Jasdan,22.03,71.2,79.74,80,24,5.28,IN,1603054913
João Pinheiro,-17.74,-46.17,74.75,67,100,5.88,BR,1603054888
Atuona,-9.8,-139.03,77.9,75,4,20.69,PF,1603054409
Napa,38.48,-122.33,89.01,22,17,3.0,US,1603054913
Nova Serrana,-19.88,-44.98,72.97,68,98,6.62,BR,1603054903
Tasiilaq,65.61,-37.64,33.8,80,58,10.29,GL,1603054914
Cabo San Lucas,22.89,-109.91,90.0,70,40,2.24,MX,1603054776
Yumen,40.28,97.2,43.21,48,100,17.58,CN,1603054914
Port Alfred,-33.59,26.89,61.75,81,65,6.96,ZA,1603054914
Inhambane,-23.86,35.38,70.18,83,0,10.65,MZ,1603054914
Kismayo,-0.36,42.55,78.26,77,92,11.97,SO,1603054914
Rabaul,-4.2,152.17,80.51,80,22,2.26,PG,1603054915
Bend,44.06,-121.32,68.0,40,75,7.81,US,1603054798
Barrow,71.29,-156.79,21.2,79,1,16.11,US,1603054915
Kigorobya,1.62,31.31,67.23,87,100,3.44,UG,1603054915
Karnobat,42.65,26.98,57.2,54,20,13.87,BG,1603054915
Launceston,-41.45,147.17,48.0,93,10,3.36,AU,1603054915
Lerwick,60.15,-1.15,41.0,86,100,8.05,GB,1603054915
Tura,64.28,100.25,25.14,97,100,6.4,RU,1603054916
Seoul,37.57,126.98,46.4,100,1,1.25,KR,1603054916
Yellowknife,62.46,-114.35,28.0,86,90,6.93,CA,1603054887
Idlib,35.93,36.63,73.4,78,40,4.7,SY,1603054916
Maningrida,-12.07,134.27,75.47,85,69,4.94,AU,1603054916
Norman Wells,65.28,-126.83,17.6,78,20,6.93,CA,1603054917
Hūn,29.13,15.95,68.72,77,100,17.34,LY,1603054917
Mnogovershinnyy,53.94,139.92,19.65,98,100,7.61,RU,1603054917
Örnsköldsvik,63.29,18.72,30.2,100,90,16.11,SE,1603054917
Saint George,32.38,-64.68,80.6,74,40,18.34,BM,1603054789
Rawson,-43.3,-65.1,71.83,21,41,25.05,AR,1603054779
Sinnamary,5.38,-52.95,82.87,74,57,9.64,GF,1603054873
Itoman,26.12,127.67,77.0,83,20,11.41,JP,1603054918
Saldanha,-33.01,17.94,57.2,82,100,6.93,ZA,1603054918
San Cristobal,-0.9,-89.62,73.4,88,75,13.87,EC,1603054749
Portland,-38.33,141.6,50.04,88,33,4.07,AU,1603054810
Vestmannaeyjar,63.44,-20.27,44.83,69,23,14.45,IS,1603054918
Lakhnādon,22.6,79.6,71.56,79,7,1.68,IN,1603054918
Qasigiannguit,68.82,-51.19,42.8,45,100,17.22,GL,1603054919
Magadi,-1.9,36.29,83.16,35,100,11.39,KE,1603054919
Upernavik,72.79,-56.15,30.81,91,10,11.21,GL,1603054919
Naze,28.37,129.48,75.2,88,90,19.46,JP,1603054919
Tessalit,20.2,1.01,85.6,15,0,11.77,ML,1603054919
Ribeira Grande,38.52,-28.7,62.6,72,40,19.46,PT,1603054254
Turan,16.07,108.22,77.0,100,75,2.1,VN,1603054741
Mörön,47.38,110.32,34.84,71,0,6.69,MN,1603054930
Christchurch,-43.53,172.63,59.0,93,100,1.12,NZ,1603054774
Bilibino,68.05,166.44,15.46,94,90,2.24,RU,1603054930
Dudinka,69.41,86.18,15.8,92,90,6.71,RU,1603054930
Banda Aceh,5.56,95.32,81.03,69,100,11.5,ID,1603054921
Kruisfontein,-34.0,24.73,55.0,85,17,3.22,ZA,1603054931
Carnarvon,-24.87,113.63,68.0,88,75,12.75,AU,1603054829
Hermanus,-34.42,19.23,60.01,84,100,6.76,ZA,1603054194
Harper,4.38,-7.72,77.32,90,100,6.78,LR,1603054931
São João da Barra,-21.64,-41.05,75.2,69,75,16.11,BR,1603054931
Krasnosel'kup,65.7,82.47,16.63,96,100,15.26,RU,1603054931
Ak-Dovurak,51.18,90.6,36.0,72,83,8.25,RU,1603054932
Cairns,-16.92,145.77,68.0,94,10,3.67,AU,1603054804
Ambulu,-8.35,113.61,75.06,88,72,4.21,ID,1603054932
Jiwani,25.05,61.74,77.94,22,0,13.87,PK,1603054932
Bonito,-21.12,-56.48,74.19,84,75,3.62,BR,1603054809
Te Anau,-45.42,167.72,44.74,92,100,2.19,NZ,1603054932
Moi,58.46,6.55,44.01,73,100,5.19,NO,1603054932
Kaitangata,-46.28,169.85,51.01,87,99,2.68,NZ,1603054933
Saint Paul Harbor,57.79,-152.41,44.6,75,75,10.29,US,1603054403
Thinadhoo,0.53,72.93,83.32,76,100,16.02,MV,1603054933
Hofn,64.25,-15.21,42.96,84,87,21.34,IS,1603054933
Vysokogornyy,50.12,139.15,21.72,85,0,8.84,RU,1603054933
Souillac,-20.52,57.52,73.4,78,40,11.41,MU,1603054933
Bideford,51.02,-4.2,48.99,89,80,8.01,GB,1603054803
Ca Mau,9.18,105.15,75.81,93,100,2.1,VN,1603054235
Esmeraldas,-1.87,-79.8,88.0,58,75,9.17,EC,1603054807
Kieta,-6.22,155.63,81.39,75,84,1.39,PG,1603054934
Warrnambool,-38.38,142.48,51.01,95,21,6.38,AU,1603054934
Havøysund,71.0,24.66,37.4,93,40,5.82,NO,1603054934
Malm,64.07,11.22,42.01,80,90,21.92,NO,1603054935
Nampula,-15.12,39.27,69.8,83,1,6.93,MZ,1603054935
Aksarka,66.56,67.8,19.54,96,0,6.15,RU,1603054935
Aranos,-24.13,19.12,74.62,19,0,6.31,NA,1603054935
Blythe,33.61,-114.6,97.0,10,1,3.36,US,1603054935
Morondava,-20.28,44.28,74.53,90,16,6.6,MG,1603054886
Rock Sound,24.9,-76.2,79.2,81,100,19.66,BS,1603054935
Taltal,-25.4,-70.48,63.45,61,23,5.08,CL,1603054936
Santiago del Estero,-27.8,-64.26,103.39,19,0,17.92,AR,1603054885
Comodoro Rivadavia,-45.87,-67.5,68.0,20,40,29.97,AR,1603054668
Maţāy,28.42,30.78,74.93,51,0,8.99,EG,1603054812
Östersund,63.18,14.64,30.2,68,0,13.87,SE,1603054821
Rongcheng,30.63,117.85,58.03,78,100,3.91,CN,1603054936
Lorengau,-2.02,147.27,82.69,78,87,7.65,PG,1603054827
Sítio Novo do Tocantins,-5.52,-47.46,91.6,30,70,5.08,BR,1603054690
Provideniya,64.38,-173.3,35.6,80,75,4.47,RU,1603054947
Fairbanks,64.84,-147.72,21.99,67,90,1.66,US,1603054729
Terre Haute,39.47,-87.41,66.99,45,90,10.29,US,1603054802
Poltavka,54.37,71.76,32.74,90,41,6.69,RU,1603054948
Esperance,-33.87,121.9,51.8,100,90,8.05,AU,1603054948
Atambua,-9.11,124.89,72.91,80,9,2.26,ID,1603054948
Tiksi,71.69,128.87,17.17,95,100,14.14,RU,1603054776
Agüimes,27.91,-15.45,69.8,83,20,8.05,ES,1603054948
Broken Hill,-31.95,141.43,44.6,81,0,6.93,AU,1603054948
Ponazyrevo,58.36,46.31,42.37,89,96,11.97,RU,1603054948
Tuxtla Chico,14.95,-92.17,89.6,62,75,6.93,MX,1603054949
Kaka,37.35,59.61,54.54,39,0,5.86,TM,1603054949
Folldal,62.13,10.0,25.03,93,28,5.68,NO,1603054949
Kerema,-7.96,145.78,77.4,87,100,3.27,PG,1603054949
Barabai,-2.58,115.38,73.36,94,36,1.07,ID,1603054949
Kambove,-10.88,26.6,67.28,49,0,3.15,CD,1603054949
Puerto del Rosario,28.5,-13.86,69.8,68,20,4.7,ES,1603054950
Salta,-24.79,-65.41,93.2,20,20,10.29,AR,1603054767
Noshiro,40.2,140.02,57.31,69,97,3.36,JP,1603054950
Soyo,-6.13,12.37,77.49,85,99,9.8,AO,1603054950
Kharp,66.8,65.81,22.39,95,69,5.64,RU,1603054950
Gizo Government Station,-8.1,156.84,82.8,72,24,5.95,SB,1603054950
Koutiala,12.39,-5.46,84.79,43,54,6.89,ML,1603054951
Coyhaique,-45.58,-72.07,41.0,80,90,12.75,CL,1603054729
Belaya Gora,68.53,146.42,20.12,97,97,9.15,RU,1603054951
Srednekolymsk,67.45,153.68,21.52,97,77,2.55,RU,1603054951
Bhakkar,31.63,71.07,69.98,22,0,3.29,PK,1603054951
Lucea,18.45,-78.17,80.6,83,40,8.05,JM,1603054951
Songjianghe,42.19,127.48,32.97,87,0,6.02,CN,1603054952
Half Moon Bay,37.46,-122.43,82.99,82,1,5.82,US,1603054952
Hervey Bay,-25.3,152.85,73.0,88,7,6.93,AU,1603054952
Ust-Kuyga,70.02,135.6,20.23,96,100,5.57,RU,1603054952
Rafsanjān,30.41,55.99,47.21,44,0,2.59,IR,1603054952
Tianpeng,30.99,103.94,62.01,1,100,2.55,CN,1603054952
Westport,-41.75,171.6,52.36,90,100,11.25,NZ,1603054953
Tawang Town,27.58,91.87,46.76,58,8,4.85,IN,1603054953
Nadadores,27.05,-101.6,100.0,25,5,4.7,MX,1603054953
São José da Coroa Grande,-8.9,-35.15,75.85,76,84,9.55,BR,1603054953
Mildura,-34.2,142.15,42.8,93,0,4.7,AU,1603054704
Kasongo-Lunda,-6.47,16.82,71.53,92,99,0.63,CD,1603054954
Port Macquarie,-31.43,152.92,63.0,97,100,1.01,AU,1603054820
Emerald,-23.53,148.17,66.0,77,0,6.93,AU,1603054954
Safi,32.3,-9.24,65.86,76,100,5.75,MA,1603054954
Victoria,-4.62,55.45,80.6,74,20,8.05,SC,1603054915
Caravelas,-17.71,-39.25,72.95,80,54,8.43,BR,1603054965
Acapulco de Juárez,16.86,-99.89,87.8,74,75,9.17,MX,1603054809
Nambucca Heads,-30.65,153.0,63.0,88,90,9.17,AU,1603054965
Necochea,-38.55,-58.74,64.0,68,57,3.0,AR,1603054965
Basoko,1.24,23.62,72.77,91,92,1.54,CD,1603054965
Bandarbeyla,9.49,50.81,79.05,81,0,3.91,SO,1603054419
Mīnāb,27.15,57.08,64.4,22,0,4.7,IR,1603054966
Barcelos,-0.97,-62.92,85.87,62,69,6.73,BR,1603054966
Bushehr,28.97,50.84,75.2,60,0,4.05,IR,1603054966
Winnemucca,40.97,-117.74,73.4,17,1,8.05,US,1603054966
Lüderitz,-26.65,15.16,65.16,50,0,18.5,NA,1603054967
Palafrugell,41.92,3.16,55.0,89,0,1.92,ES,1603054967
Alexandroupoli,40.85,25.87,62.6,67,75,11.41,GR,1603054964
Oranjemund,-28.55,16.43,58.59,85,0,13.42,NA,1603054967
Bais City,9.59,123.12,79.43,80,88,3.31,PH,1603054967
Belmonte,-15.86,-38.88,75.2,78,75,5.82,BR,1603054968
Timberlake,37.32,-79.26,64.4,39,1,3.36,US,1603054968
Eyl,7.98,49.82,79.97,77,0,7.96,SO,1603054968
Dalby,-27.18,151.27,53.6,100,75,3.36,AU,1603054968
Bequimão,-2.45,-44.78,84.2,70,20,18.34,BR,1603054969
Upata,8.01,-62.4,91.0,58,75,1.01,VE,1603054969
Kumul,42.8,93.45,42.91,53,63,1.68,CN,1603054969
Mormugao,15.4,73.8,77.32,88,99,1.5,IN,1603054969
Tuatapere,-46.13,167.68,48.99,96,100,1.99,NZ,1603054969
Prince Rupert,54.32,-130.32,48.2,61,90,6.24,CA,1603054730
Terra Boa,-23.77,-52.44,80.4,53,99,4.56,BR,1603054970
Sémbé,1.65,14.58,71.49,92,54,1.92,CG,1603054970
Bykovo,55.64,38.08,35.6,80,75,11.18,RU,1603054970
Fare,-16.7,-151.02,79.7,80,62,12.59,PF,1603054970
Erenhot,43.65,111.98,43.12,54,0,12.46,CN,1603054970
Huilong,31.81,121.66,64.0,74,69,5.91,CN,1603054414
Ust'-Ilimsk,58.0,102.66,32.38,93,100,11.97,RU,1603054970
Kimbe,-5.55,150.14,76.08,90,100,3.76,PG,1603054880
Yulara,-25.24,130.99,66.2,93,90,11.41,AU,1603054388
Río Cuarto,-33.13,-64.35,96.94,25,28,18.41,AR,1603054971
Dunedin,-45.87,170.5,51.01,87,100,0.43,NZ,1603054932
Marcali,46.59,17.41,41.0,100,0,1.12,HU,1603054971
Lalibela,12.03,39.03,56.37,57,40,7.96,ET,1603054971
Port Elizabeth,-33.92,25.57,57.2,87,8,3.36,ZA,1603054971
Tupelo,34.26,-88.7,78.8,39,40,9.17,US,1603054971
Kutum,14.2,24.67,77.58,18,0,8.37,SD,1603054786
Maracás,-13.44,-40.43,71.04,73,32,9.6,BR,1603054972
Genhe,50.78,121.52,26.87,97,0,2.33,CN,1603054972
Ayan,56.45,138.17,25.93,85,73,18.03,RU,1603054808
Sakakah,29.97,40.21,75.2,14,0,5.82,SA,1603054739
Pochutla,15.74,-96.47,90.0,58,40,9.17,MX,1603054891
Vuktyl,63.86,57.31,29.68,97,100,7.11,RU,1603054983
Tuktoyaktuk,69.45,-133.04,15.8,92,20,3.36,CA,1603054393
Weihe,33.0,105.32,46.24,60,95,2.39,CN,1603054983
Tabas,33.6,56.92,55.4,9,0,2.24,IR,1603054983
Enumclaw,47.2,-121.99,64.99,85,100,7.0,US,1603054983
Caucaia,-3.74,-38.65,82.4,74,98,12.75,BR,1603054984
Bogandé,12.97,-0.14,88.0,36,53,4.32,BF,1603054984
Mehamn,71.04,27.85,24.8,92,82,6.93,NO,1603054984
Geraldton,-28.77,114.6,59.0,87,90,4.7,AU,1603054415
Ossora,59.24,163.07,36.07,80,91,5.88,RU,1603054984
Laguna,-28.48,-48.78,69.55,78,81,19.3,BR,1603054985
Waipawa,-41.41,175.52,57.99,82,100,23.04,NZ,1603054985
San Luis,28.43,-113.75,91.81,18,66,7.74,MX,1603054985
Hambantota,6.12,81.12,77.99,83,90,13.49,LK,1603054985
Arman',59.7,150.17,32.76,95,100,7.54,RU,1603054985
Ahipara,-35.17,173.17,63.37,75,20,10.2,NZ,1603054986
Ulaangom,49.98,92.07,33.26,90,53,2.98,MN,1603054986
Zaozyornoye,45.16,33.28,61.02,67,29,6.38,UA,1603054986
Marabu,4.41,114.01,77.0,100,40,3.36,MY,1603054922
Opportunity,47.65,-117.24,51.01,76,90,2.64,US,1603054986
Noumea,-22.28,166.46,72.0,64,0,6.93,NC,1603054905
Voh,-20.97,164.7,73.18,66,0,5.21,NC,1603054987
Huarmey,-10.07,-78.15,68.72,66,41,11.18,PE,1603054987
Bathsheba,13.22,-59.52,84.2,70,40,4.7,BB,1603054769
Fortuna,40.6,-124.16,64.99,59,20,13.87,US,1603054901
Grand Gaube,-20.01,57.66,72.0,74,0,4.0,MU,1603054987
Griffith,-34.28,146.03,46.0,93,0,4.65,AU,1603054987
Kyzyl-Mazhalyk,51.13,90.6,35.35,74,73,7.74,RU,1603054988
Clyde River,70.47,-68.59,30.2,92,90,6.93,CA,1603054834
